### IMAGE_DOS_HEADER   Groesse 128 (0x80)
  +0x4     maxValue                                   int                    4 Byte
  +0x8     currentValue                               int                    4 Byte
  +0xc     dragTiming                                 int                    4 Byte

### ShortcutDefinedData   Groesse 28 (0x1c)
  +0x0     DAT_ScreenshotFilenameVariant              undefined4             4 Byte
  +0x4     DAT_CyclingLordID                          undefined4             4 Byte
  +0x8     cheatCode                                  char[16]               16 Byte

### TextInputDefinedData   Groesse 1844 (0x734)
  +0x0     field0_0x0                                 int[11]                44 Byte
  +0x2c    field1_0x2c                                int[22]                88 Byte
  +0x84    DAT_UserTextHandler_CharacterFilter_B_1_8_9 byte[256]              256 Byte
  +0x184   DAT_UserTextHandler_CharacterFilter_A_2_3  byte[256]              256 Byte
  +0x284   field4_0x284                               short[2][256]          1024 Byte
  +0x684   field5_0x684                               int[8][2]              64 Byte
  +0x6c4   field6_0x6c4                               int[10]                40 Byte
  +0x6ec   field7_0x6ec                               string                 4 Byte
  +0x6f0   field8_0x6f0                               string                 6 Byte
  +0x6f8   field11_0x6f8                              string                 4 Byte
  +0x6fc   field12_0x6fc                              string                 6 Byte
  +0x704   field15_0x704                              string                 4 Byte
  +0x708   field16_0x708                              string                 6 Byte
  +0x710   field19_0x710                              string                 4 Byte
  +0x714   field20_0x714                              string                 6 Byte
  +0x71c   field23_0x71c                              string                 4 Byte
  +0x720   field24_0x720                              string                 6 Byte
  +0x728   field27_0x728                              string                 4 Byte
  +0x72c   field28_0x72c                              string                 6 Byte

### UC   Groesse 496 (0x1f0)
  +0x0     defaultPosition                            Position               8 Byte
  +0x8     id                                         UserControlIDInt       4 Byte
  +0xc     ucLabelPtr                                 char *                 4 Byte
  +0x10    ucPositionArray                            Position[40]           320 Byte
  +0x150   isActiveArray                              int[40]                160 Byte

### UCPointerStruct   Groesse 4 (0x4)
  +0x0     ucArrayPointer                             UC *                   4 Byte

### UIButtonDefinedData   Groesse 18700 (0x490c)
  +0x0     field0_0x0                                 int                    4 Byte
  +0x4     field1_0x4                                 int                    4 Byte
  +0x8     field2_0x8                                 int                    4 Byte
  +0xc     field3_0xc                                 int                    4 Byte
